Event	ID	Name			Wwise Object Path	Notes
	55012563	Harpoon_Hit_Wood_Bounce			\Player\Harpoon\Harpoon_Hit_Wood_Bounce	
	357436322	Crate_Dragging			\Game\Puzzle\Crate_Dragging	
	408719460	Pressurized_Air			\Game\Puzzle\Pressurized_Air	
	428938660	Harpoon_Retract			\Player\Harpoon\Harpoon_Retract	
	451533932	Pressure_Plate_Down			\Game\Puzzle\Pressure_Plate_Down	
	526458966	Pressur_Plate_Up			\Game\Puzzle\Pressur_Plate_Up	
	626061955	Menu_Ambiance			\Menu\Menu_Ambiance	
	728789488	Harpoon_Hit_Metal			\Player\Harpoon\Harpoon_Hit_Metal	
	733168346	Game_Start			\Menu\Game_Start	
	799024895	Heart_Rate_Monitor			\Game\Other\Heart_Rate_Monitor	
	902506537	Sonar_Ping			\Game\Other\Sonar_Ping	
	949954721	Lamps_Flickering			\Game\Other\Lamps_Flickering	
	1111651631	Big_Fan			\Game\Other\Big_Fan	
	1279314012	Harpoon_Hit_Wood			\Player\Harpoon\Harpoon_Hit_Wood	
	2170009975	Menu_Pause			\Menu\Menu_Pause	
	2319975221	Harpoon_Fire			\Player\Harpoon\Harpoon_Fire	
	2394582229	Player_Dash			\Player\Player_Dash	
	2518616252	Elevator_Moving			\Game\Other\Elevator_Moving	
	2677625726	Crate_Landing			\Game\Puzzle\Crate_Landing	
	2684797902	Menu_Nav			\Menu\Menu_Nav	
	2698747613	Button_Press			\Player\Button_Press	
	3063554414	Menu_Back			\Menu\Menu_Back	
	3298597416	Gate_Closing_Small			\Game\Gate\Gate_Closing_Small	
	3582444375	Gate_Closing_Big			\Game\Gate\Gate_Closing_Big	
	3984496399	M8_TakeDamage			\NPC\M8\M8_TakeDamage	
	4046753069	Menu_Confirm			\Menu\Menu_Confirm	

Effect plug-ins	ID	Name	Type				Notes
	714323065	PA_Announcement1 (Custom)	Wwise Matrix Reverb			
	1047474737	Dual_Filters_Narrow_Bandwidth (Custom)	Wwise Parametric EQ			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	74272501	Menu_Validation	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Menu_Validation_9DD2C486.wem		\Actor-Mixer Hierarchy\Menu\Menu_Validation		939580
	87852075	LDI_Gate_Closing_Small	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\LDI_Gate_Closing_Small_D4C07EA9.wem		\Actor-Mixer Hierarchy\Game\LDI\Gate\LDI_Gate_Closing_Small		1004452
	89664466	Character_Harpoon_Hit_Metal_Basic	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Character_Harpoon_Hit_Metal_Basic_D5F5A5D1.wem		\Actor-Mixer Hierarchy\Player\Harpoon\Character_Harpoon_Hit_Metal_Basic		288984
	147782549	Menu_Underwater_Ambiance	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Menu_Underwater_Ambiance_FBC78EF0.wem		\Actor-Mixer Hierarchy\Menu\Menu_Underwater_Ambiance		3664760
	197171966	Character_Harpoon_Hit_Wood_Bounce	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Character_Harpoon_Hit_Wood_Bounce_6C9E7C6E.wem		\Actor-Mixer Hierarchy\Player\Harpoon\Harpoon_Hit_Wood_Bounce\Character_Harpoon_Hit_Wood_Bounce		417584
	205095686	Misc_Ceiling_Lamp_Flickering	Y:\Documents\GitHub\Seacret\Seacret_WwiseProject\.cache\Windows\SFX\Misc_Ceiling_Lamp_Flickering_D4C07EA9.wem		\Actor-Mixer Hierarchy\Game\Misc\Misc_Ceiling_Lamp_Flickering		2467528
